KEY,CN,TC_NT,TC_USD
Text448,月卡用户专享！,月卡用戶專享！,月卡用戶專享！
Text450,许愿池,許願池,許願池
Text451,您的银币不足，无法合成!,您的銀幣不足，無法合成!,您的銀幣不足，無法合成!
Text452,兑换码不能为空,兌換碼不能為空,兌換碼不能為空
Text453,拥有,擁有,擁有
Text454,免费次数,免費次數,免費次數
Text455,奖品预览,獎品預覽,獎品預覽
Text456,已领,已領,已領
Text457,获得积分:,獲得積分:,獲得積分:
Text458,大转盘,大轉盤,大轉盤
Text459,       排名：,       排名：,       排名：
Text460,       排名：未上榜,       排名：未上榜,       排名：未上榜
Text463,/小时,/小時,/小時
Text466,不能和自己聊天,不能和自己聊天,不能和自己聊天
Text470,点跨服荣誉,點跨服榮譽,點跨服榮譽
Text471, ：攻击[008000] +, ：攻擊[008000] +, ：攻擊[008000] +
Text472,普通模式：（[008000]全体攻击力+0%[-]）,普通模式：（[008000]全體攻擊力+0%[-]）,普通模式：（[008000]全體攻擊力+0%[-]）
Text473,全力一击模式：（[008000]全体攻击力+250%[-]）,全力一擊模式：（[008000]全體攻擊力+250%[-]）,全力一擊模式：（[008000]全體攻擊力+250%[-]）
Text474,没有下一关,沒有下一關,沒有下一關
Text477,下一章困难模式未解锁,下一章困難模式未解鎖,下一章困難模式未解鎖
Text478,造成伤害：,造成傷害：,造成傷害：
Text479,          获得功勋：,          獲得功勳：,          獲得功勳：
Text480,邀请好友成功,邀請好友成功,邀請好友成功
Text481,网络连接失败!是否确定重试？,網路連接失敗!是否確定重試？,網路連接失敗!是否確定重試？
Text482,{0}级领取,{0}級領取,{0}級領取
Text483,领取奖励,領取獎勵,領取獎勵
Text486,未开启章节,未開啟章節,未開啟章節
Text487,未开启小节,未開啟小節,未開啟小節
Text488,没有上一章,沒有上一章,沒有上一章
Text489,请先完成本章所有小节,請先完成本章所有小節,請先完成本章所有小節
Text490,暂未开启，敬请期待,暫未開啟，敬請期待,暫未開啟，敬請期待
Text492,未解锁下一章节,未解鎖下一章節,未解鎖下一章節
Text496,可免费挑战,可免費挑戰,可免費挑戰
Text497,消耗体力:        [00ff00],消耗體力:        [00ff00],消耗體力:        [00ff00]
Text498,找不到该小节关卡,找不到該小節關卡,找不到該小節關卡
Text499,主角等级不足,主角等級不足,主角等級不足
Text501,今日挑战次数已用完,今日挑戰次數已用完,今日挑戰次數已用完
Text505,已达今日最大重置次数,已達今日最大重置次數,已達今日最大重置次數
Text506,你当前VIP等级的重置次数已用完，是否充值升级VIP？,你當前VIP等級的重置次數已用完，是否储值升級VIP？,你當前VIP等級的重置次數已用完，是否储值升級VIP？
Text507,扫荡券:       [00ff00],掃蕩券:       [00ff00],掃蕩券:       [00ff00]
Text508,暂未开启！,暫未開啟！,暫未開啟！
Text509,未解锁,未解鎖,未解鎖
Text510,简单章节,簡單章節,簡單章節
Text511,困难章节,困難章節,困難章節
Text513,拥有扫荡券:[00ff00],擁有掃蕩券:[00ff00],擁有掃蕩券:[00ff00]
Text521,数量：,數量：,數量：
Text522,你没有该忍者的碎片可以出售,你沒有該忍者的碎片可以出售,你沒有該忍者的碎片可以出售
Text523,所需数量：[00ff00],所需數量：[00ff00],所需數量：[00ff00]
Text524,等级不足,等級不足,等級不足
Text525,[ffffff]无觉醒装备[-],[ffffff]無覺醒裝備[-],[ffffff]無覺醒裝備[-]
Text526,[3cf119]可合成,[3cf119]可合成,[3cf119]可合成
Text527,[3cf119]可觉醒装备,[3cf119]可覺醒裝備,[3cf119]可覺醒裝備
Text528,拥有[ffff00]{0}[-]件,擁有[ffff00]{0}[-]件,擁有[ffff00]{0}[-]件
Text529,可合成,可合成,可合成
Text530,需求忍者等级：,需求忍者等級：,需求忍者等級：
Text531,[00ffff]觉醒装备穿戴后将会绑定[-],[00ffff]覺醒裝備穿戴後將會綁定[-],[00ffff]覺醒裝備穿戴後將會綁定[-]
Text532,您好像没有这件觉醒装备哦！,您好像沒有這件覺醒裝備哦！,您好像沒有這件覺醒裝備哦！
Text533,请您先合成这件觉醒装备吧！,請您先合成這件覺醒裝備吧！,請您先合成這件覺醒裝備吧！
Text534,合成花费：,合成花費：,合成花費：
Text535,材料不足，去收集一些吧~,材料不足，去收集一些吧~,材料不足，去收集一些吧~
Text536,今天购买次数已达上限,今天購買次數已達上限,今天購買次數已達上限
Text537,获得返还材料：,獲得返還材料：,獲得返還材料：
Text538,生命,生命,生命
Text539,攻击,攻擊,攻擊
Text540,法击,法擊,法擊
Text541,物防,物防,物防
Text542,法防,法防,法防
Text543,你已经被GM禁言了,你已經被GM禁言了,你已經被GM禁言了
Text545,大家好， 欢迎来到死神的世界里,大家好， 歡迎來到死神的世界裡,大家好， 歡迎來到死神的世界裡
Text546,系统,系統,系統
Text547,世界,世界,世界
Text548,学院,學院,學院
Text549,私聊,私聊,私聊
Text550,发送(,發送(,發送(
Text551,发送,發送,發送
Text552,按住说话(,按住說話(,按住說話(
Text553,按住说话,按住說話,按住說話
Text554,请添加聊天好友,請添加聊天好友,請添加聊天好友
Text557,录音时间太长,錄音時間太長,錄音時間太長
Text558,手指上滑，取消发送,手指上滑，取消發送,手指上滑，取消發送
Text559,录音时间太短,錄音時間太短,錄音時間太短
Text560,录音成功,錄音成功,錄音成功
Text561,已取消发送,已取消發送,已取消發送
Text562,未能识别语音,未能識別語音,未能識別語音
Text563,请输入内容,請輸入內容,請輸入內容
Text564,请先加入该频道,請先加入該頻道,請先加入該頻道
Text566,请先加入学院,請先加入學院,請先加入學院
Text567,该玩家为在黑名单中，无法查看信息,該玩家為在黑名單中，無法查看資訊,該玩家為在黑名單中，無法查看資訊
Text568,是否删除好友,是否刪除好友,是否刪除好友
Text569,删除成功,刪除成功,刪除成功
Text570,申请添加好友成功,申請添加好友成功,申請添加好友成功
Text573,拉黑成功,拉黑成功,拉黑成功
Text575,月签到奖励,月簽到獎勵,月簽到獎勵
Text576,奖励,獎勵,獎勵
Text581,等级：1级,等級：1級,等級：1級
Text584,需求等级：,需求等級：,需求等級：
Text815,发现者:,發現者:,發現者:
Text816,功勋：,功勳：,功勳：
Text817,伤害：,傷害：,傷害：
Text818,玩家阵容,玩家陣容,玩家陣容
Text819,目标排名：,目標排名：,目標排名：
Text820,排行奖励：,排行獎勵：,排行獎勵：
Text821,获取排行榜失败，是否重试？,獲取排行榜失敗，是否重試？,獲取排行榜失敗，是否重試？
Text822,未进入排名,未進入排名,未進入排名
Text825,该忍者没有需要强化的觉醒装备,該忍者沒有需要強化的覺醒裝備,該忍者沒有需要強化的覺醒裝備
Text826,拉黑,拉黑,拉黑
Text827,拒绝,拒絕,拒絕
Text828,删除,刪除,刪除
Text830,拒绝成功,拒絕成功,拒絕成功
Text831,学院：,學院：,學院：
Text832,在线,線上,線上
Text833,离线,離線,離線
Text834,添加成功,添加成功,添加成功
Text835,已拒绝好友申请,已拒絕好友申請,已拒絕好友申請
Text836,确认将该玩家移出黑名单么,確認將該玩家移出黑名單麼,確認將該玩家移出黑名單麼
Text837,赠送成功,贈送成功,贈送成功
Text838,好友数量：,好友數量：,好友數量：
Text839,好友申请：,好友申請：,好友申請：
Text840,黑名单数量：,黑名單數量：,黑名單數量：
Text841,当前无好友，赶快去添加一个吧,當前無好友，趕快去添加一個吧,當前無好友，趕快去添加一個吧
Text842,当前无精力可领取,當前無精力可領取,當前無精力可領取
Text843,暂时没有好友申请,暫時沒有好友申請,暫時沒有好友申請
Text844,当前没有加入黑名单的玩家,當前沒有加入黑名單的玩家,當前沒有加入黑名單的玩家
Text847,输入玩家名称或UID可查找玩家,輸入玩家名稱或UID可查找玩家,輸入玩家名稱或UID可查找玩家
Text848,胜利奖励,勝利獎勵,勝利獎勵
Text849,可能获得忍者,可能獲得忍者,可能獲得忍者
Text850,可能获得物品,可能獲得物品,可能獲得物品
Text851,可能获得,可能獲得,可能獲得
Text852,当前累计奖励,當前累計獎勵,當前累計獎勵
Text854,巡逻,巡邏,巡邏
Text966,点击第一关,點擊第一關,點擊第一關
Text967,点击下一关,點擊下一關,點擊下一關
Text968,点击第二关,點擊第二關,點擊第二關
Text969,点击闯关,點擊闖關,點擊闖關
Text970,点击挑战,點擊挑戰,點擊挑戰
Text971,点击返回,點擊返回,點擊返回
Text972,点击招募,點擊招募,點擊招募
Text973,点击招募一次,點擊招募一次,點擊招募一次
Text974,点击阵容,點擊陣容,點擊陣容
Text975,点击阵位2,點擊陣位2,點擊陣位2
Text976,选择忍者,選擇忍者,選擇忍者
Text977,点击角色,點擊角色,點擊角色
Text978,点击培养,點擊培養,點擊培養
Text979,点击升级,點擊升級,點擊升級
Text980,点击觉醒装备一,點擊覺醒裝備一,點擊覺醒裝備一
Text981,点击觉醒装备,點擊覺醒裝備,點擊覺醒裝備
Text982,点击觉醒装备二,點擊覺醒裝備二,點擊覺醒裝備二
Text983,点击第三关,點擊第三關,點擊第三關
Text984,点击第四关,點擊第四關,點擊第四關
Text985,点击觉醒装备三,點擊覺醒裝備三,點擊覺醒裝備三
Text986,点击觉醒装备四,點擊覺醒裝備四,點擊覺醒裝備四
Text987,点击觉醒装备五,點擊覺醒裝備五,點擊覺醒裝備五
Text988,点击觉醒装备六,點擊覺醒裝備六,點擊覺醒裝備六
Text989,点击突破,點擊突破,點擊突破
Text990,点击第五关,點擊第五關,點擊第五關
Text991,点击第六关,點擊第六關,點擊第六關
Text992,点击宝箱,點擊寶箱,點擊寶箱
Text993,点击阵位3,點擊陣位3,點擊陣位3
Text994,点击任务,點擊任務,點擊任務
Text995,点击死神之路,點擊死神之路,點擊死神之路
Text996,点击领取,點擊領取,點擊領取
Text997,点击前往,點擊前往,點擊前往
Text998,点击技能,點擊技能,點擊技能
Text999,点击变身,點擊變身,點擊變身
Text1000,点击灵络,點擊靈絡,點擊靈絡
Text1001,点击培养,點擊培養,點擊培養
Text1002,点击对决,點擊對決,點擊對決
Text1003,点击松本乱菊,點擊松本亂菊,點擊松本亂菊
Text1004,点击装备,點擊裝備,點擊裝備
Text1005,点击合成,點擊合成,點擊合成
Text1006,点击上衣,點擊上衣,點擊上衣
Text1007,点击强化,點擊強化,點擊強化
Text1008,点击日常,點擊日常,點擊日常
Text1009,点击试炼塔,點擊試煉塔,點擊試煉塔
Text1010,点击竞技场,點擊競技場,點擊競技場
Text1041,升级技能，让忍者更强力,升級技能，讓忍者更強力,升級技能，讓忍者更強力
Text1042,击败忍者，获得忍者碎片,擊敗忍者，獲得忍者碎片,擊敗忍者，獲得忍者碎片
Text1043,完成日常，获得大量奖励,完成日常，獲得大量獎勵,完成日常，獲得大量獎勵
Text1044,击败玩家，获得大量奖励,擊敗玩家，獲得大量獎勵,擊敗玩家，獲得大量獎勵
Text1045,完成日常副本，获得赏金材料,完成日常副本，獲得賞金材料,完成日常副本，獲得賞金材料
Text1046,回收忍者，换购强力忍者碎片,回收忍者，換購強力忍者碎片,回收忍者，換購強力忍者碎片
Text1047,挑战极限，获得珍贵忍者,挑戰極限，獲得珍貴忍者,挑戰極限，獲得珍貴忍者
Text1048,挑战困难模式，获得更高奖励,挑戰困難模式，獲得更高獎勵,挑戰困難模式，獲得更高獎勵
Text1049,装备之路，献祭合成，提升实力,裝備之路，獻祭合成，提升實力,裝備之路，獻祭合成，提升實力
Text1050,激活灵络，提升忍者属性,啟動靈絡，提升忍者屬性,啟動靈絡，提升忍者屬性
Text1051,血脉觉醒，获得强力属性,血脈覺醒，獲得強力屬性,血脈覺醒，獲得強力屬性
Text1052,习得卍解，发动变身技,習得卍解，發動變身技,習得卍解，發動變身技
Text1053,开启条件：,開啟條件：,開啟條件：
Text1054,功能描述：,功能描述：,功能描述：
Text1055,战力 +,戰力 +,戰力 +
Text1056,最大生命 ,最大生命,最大生命
Text1057,物理攻击 ,物理攻擊,物理攻擊
Text1058,物理防御 ,物理防禦,物理防禦
Text1059,灵术攻击 ,靈術攻擊,靈術攻擊
Text1060,灵术防御 ,靈術防禦,靈術防禦
Text1061,战力 ,戰力,戰力
Text1062,战力：+,戰力：+,戰力：+
Text1063,[00FF00]无觉醒装备[-],[00FF00]無覺醒裝備[-],[00FF00]無覺醒裝備[-]
Text1064,[00FF00]可合成,[00FF00]可合成,[00FF00]可合成
Text1065,[00FF00]可觉醒装备,[00FF00]可覺醒裝備,[00FF00]可覺醒裝備
Text1086,培养,培養,培養
Text1087,突破,突破,突破
Text1088,血脉,血脈,血脈
Text1089,技能描述：[f1dc79],技能描述：[f1dc79],技能描述：[f1dc79]
Text1093,剩余技能点数：[ffde00]{0}[-],剩餘技能點數：[ffde00]{0}[-],剩餘技能點數：[ffde00]{0}[-]
Text1094,技能点已满,技能點已滿,技能點已滿
Text1095,升级,升級,升級
Text1096,顶级,頂級,頂級
Text1097,可培养,可培養,可培養
Text1098,没有属性需要锁定,沒有屬性需要鎖定,沒有屬性需要鎖定
Text1099,请先替换属性,請先替換屬性,請先替換屬性
Text1100,请替换,請替換,請替換
Text1102,已达顶级,已達頂級,已達頂級
Text1103,血脉值：+,血脈值：+,血脈值：+
Text1104,血脉等级：+,血脈等級：+,血脈等級：+
Text1105,继续升级,繼續升級,繼續升級
Text1106,先行离开,先行離開,先行離開
Text1107,血脉等级 ,血脈等級,血脈等級
Text1108,开启,開啟,開啟
Text1109,点击选择,點擊選擇,點擊選擇
Text1112,[ffff00]已激活[-]\n,[ffff00]已啟動[-]\n,[ffff00]已啟動[-]\n
Text1113,开启！,開啟！,開啟！
Text1114,进阶,進階,進階
Text1116,装备碎片不足，无法进阶,裝備碎片不足，無法進階,裝備碎片不足，無法進階
Text1118,强化等级：[ffff00],強化等級：[ffff00],強化等級：[ffff00]
Text1119,已达强化等级上限,已達強化等級上限,已達強化等級上限
Text1120,强化等级：[ffff00],強化等級：[ffff00],強化等級：[ffff00]
Text1121,下级强化,下級強化,下級強化
Text1125,装备无法修炼,裝備無法修煉,裝備無法修煉
Text1126,普通修炼：,普通修煉：,普通修煉：
Text1127,专家修炼：,專家修煉：,專家修煉：
Text1128,大师修炼：,大師修煉：,大師修煉：
Text1129,已达上限,已達上限,已達上限
Text1130,阵位未解锁,陣位未解鎖,陣位未解鎖
Text1131,请上阵忍者,請上陣忍者,請上陣忍者
Text1132,未穿戴,未穿戴,未穿戴
Text1133,进阶等级：,進階等級：,進階等級：
Text1134,暂无,暫無,暫無
Text1136,温馨提示,溫馨提示,溫馨提示
Text1137,请上阵一个忍者,請上陣一個忍者,請上陣一個忍者
Text1138,上阵忍者,上陣忍者,上陣忍者
Text1139,更换忍者,更換忍者,更換忍者
Text1140,装备不足，请去合成一下吧！,裝備不足，請去合成一下吧！,裝備不足，請去合成一下吧！
Text1141,当前无忍者,當前無忍者,當前無忍者
Text1142,当前无任何碎片,當前無任何碎片,當前無任何碎片
Text1143,等级：,等級：,等級：
